id,timestamp,energy_kwh,location,sector,consumer_id,price,total
42ac7ea7-1db0-4da4-ba5c-32c4828a8304,2023-01-05T23:59:00,51.99,New York,industrial,CON-USA-IND-1,0.1292,6.72
24b5e84a-900f-43ff-953a-9cfcecd89909,2023-01-05T23:59:00,42.39,Texas,commercial,CON-USA-COM-1,0.2591,10.98
1fe87495-4de6-4f46-94b4-625c99a22399,2023-01-05T23:59:00,30.81,Texas,residential,CON-USA-RES-3,0.1787,5.51
3366fc11-7948-463f-82b5-89b797f2b593,2023-01-05T23:59:00,63.56,London,residential,CON-UK-RES-1,0.154,9.79
67804d10-46c9-49d8-9554-f700ab3d1120,2023-01-05T23:59:00,41.49,London,commercial,CON-UK-COM-1,0.2615,10.85
6f950821-0c6a-4043-80be-e985c25f61f0,2023-01-05T23:59:00,56.45,Manchester,industrial,CON-UK-IND-1,0.1752,9.89
d62c5ef5-4db2-4360-ae0a-f067675c4700,2023-01-05T23:59:00,48.87,Sydney,residential,CON-AUS-RES-1,0.1071,5.23
74320605-02eb-4977-a73a-3336ea881af0,2023-01-05T23:59:00,54.94,Sydney,commercial,CON-AUS-COM-1,0.1757,9.65
8d4ad0f0-a99c-4ad7-8444-b3a7aa406878,2023-01-05T23:59:00,37.76,Melbourne,industrial,CON-AUS-IND-1,0.2251,8.5
7d3af8cb-2b3e-419d-a019-e8d84f1d5e05,2023-01-06T23:59:00,51.66,New York,residential,CON-USA-RES-1,0.142,7.34
1b2a69cc-6fc6-4d12-ab5c-61f83c64f870,2023-01-06T23:59:00,60.55,New York,residential,CON-USA-RES-2,0.1165,7.05
29e83acb-9387-4d4d-95a3-3e5dcbe773ac,2023-01-06T23:59:00,42.98,New York,industrial,CON-USA-IND-1,0.1928,8.29
37e31ddd-0463-4100-9822-5ad54776ea3a,2023-01-06T23:59:00,45.02,Texas,commercial,CON-USA-COM-1,0.2104,9.47
95a899c8-29e7-4213-99e1-181db74697ca,2023-01-06T23:59:00,33.31,Texas,residential,CON-USA-RES-3,0.1538,5.12
1c2a33c4-ce6c-4e46-acc1-f59514012fff,2023-01-06T23:59:00,54.73,London,residential,CON-UK-RES-1,0.1465,8.02
c970ffc1-81dc-4e6f-a7e8-51294a3b9097,2023-01-06T23:59:00,39.45,London,commercial,CON-UK-COM-1,0.2364,9.33
4d0cf97c-aa41-4844-9601-c592067f6c27,2023-01-06T23:59:00,56.98,Manchester,industrial,CON-UK-IND-1,0.2355,13.42
999e9a41-6a3b-4c98-9e2a-5ce25b15eb92,2023-01-06T23:59:00,45.07,Sydney,residential,CON-AUS-RES-1,0.1322,5.96
20e02747-b175-4446-9f33-f5f9e1451f39,2023-01-06T23:59:00,48.46,Sydney,commercial,CON-AUS-COM-1,0.1911,9.26
24b19648-3400-4c20-bfba-eed6d3c1c97f,2023-01-06T23:59:00,40.72,Melbourne,industrial,CON-AUS-IND-1,0.1958,7.97
78e1c3ad-1ed1-4a6c-970e-71385bca772e,2023-01-07T23:59:00,49.91,New York,residential,CON-USA-RES-1,0.1794,8.95
3ec8937c-8526-4786-b540-393f4792d714,2023-01-07T23:59:00,59.39,New York,residential,CON-USA-RES-2,0.1459,8.67
bddc5ed6-378d-4350-8862-2638d377ea89,2023-01-07T23:59:00,47.02,New York,industrial,CON-USA-IND-1,0.2268,10.66
785efebc-d567-4cbb-af00-03d437d14090,2023-01-07T23:59:00,40.21,Texas,commercial,CON-USA-COM-1,0.2024,8.14
11ce4a92-f796-4200-949c-60dd5e2d054e,2023-01-07T23:59:00,27.37,Texas,residential,CON-USA-RES-3,0.1263,3.46
b85f0fe1-425b-4d76-8785-6f2465420728,2023-01-07T23:59:00,62.56,London,residential,CON-UK-RES-1,0.181,11.32
99010bc7-3125-496c-8369-3fe51124d4d1,2023-01-07T23:59:00,36.91,London,commercial,CON-UK-COM-1,0.1702,6.28
972e47ec-3975-4d01-927c-b8610b5dc4c3,2023-01-07T23:59:00,54.78,Manchester,industrial,CON-UK-IND-1,0.1642,8.99
605a1c8b-d50c-4286-a4c6-6380e2f330c8,2023-01-07T23:59:00,48.57,Sydney,residential,CON-AUS-RES-1,0.1837,8.92
7fbb175f-b143-4b94-83b8-fc3491c6e14b,2023-01-07T23:59:00,46.02,Sydney,commercial,CON-AUS-COM-1,0.2464,11.34
96369798-9a9a-4188-a7d6-391f54db97ba,2023-01-07T23:59:00,36.38,Melbourne,industrial,CON-AUS-IND-1,0.1531,5.57
f2424878-a145-4e31-906d-e64b0fc71aa9,2023-01-08T23:59:00,0.0,New York,residential,CON-USA-RES-1,0.0,0.0
5771d652-c8e3-40c8-9aa5-bdf3415b2c3f,2023-01-08T23:59:00,58.55,New York,residential,CON-USA-RES-2,0.1786,10.46
afb7a2db-6e2d-4212-b690-3ffe51e40fd3,2023-01-08T23:59:00,42.86,New York,industrial,CON-USA-IND-1,0.1654,7.09
b51c9e44-40fc-48d1-a98c-2fdf91c1f6a4,2023-01-08T23:59:00,44.8,Texas,commercial,CON-USA-COM-1,0.2644,11.85
2cbc14e3-7d82-4eda-8974-9401f11546b7,2023-01-08T23:59:00,30.6,Texas,residential,CON-USA-RES-3,0.1869,5.72
e1e20770-a7d5-4ba9-afe3-fd4c4076dfe8,2023-01-08T23:59:00,59.92,London,residential,CON-UK-RES-1,0.1379,8.26
848c2c98-8799-4aa4-81dc-af62ddf86dab,2023-01-08T23:59:00,34.46,London,commercial,CON-UK-COM-1,0.2579,8.89
f263ff2b-a2fe-4383-9242-ef04b610f339,2023-01-08T23:59:00,57.31,Manchester,industrial,CON-UK-IND-1,0.1779,10.2
5143b574-31d2-4fec-9c7f-ff2f6e0447fb,2023-01-08T23:59:00,47.22,Sydney,residential,CON-AUS-RES-1,0.1234,5.83
691e7295-6732-42c2-aebc-12036f51e42a,2023-01-08T23:59:00,54.57,Sydney,commercial,CON-AUS-COM-1,0.1752,9.56
ef7cce2c-61cb-4c2a-9fc4-d905c3c6c1ee,2023-01-08T23:59:00,41.55,Melbourne,industrial,CON-AUS-IND-1,0.2266,9.42
fcdfb354-5bbe-4fae-8d8a-0194565279bc,2023-01-09T23:59:00,53.74,New York,residential,CON-USA-RES-1,0.1229,6.6
67022851-af18-4870-bfc9-318f26152d06,2023-01-09T23:59:00,0.0,New York,residential,CON-USA-RES-2,0.0,0.0
557482c1-d0dd-4538-bda0-4bac597dd474,2023-01-09T23:59:00,44.56,New York,industrial,CON-USA-IND-1,0.1604,7.15
f999fbec-8909-4575-bc16-5e7c2a30a396,2023-01-09T23:59:00,41.55,Texas,commercial,CON-USA-COM-1,0.1988,8.26
2d0505f4-8667-4048-860e-b19a9b6256c2,2023-01-09T23:59:00,32.3,Texas,residential,CON-USA-RES-3,0.1102,3.56
b46a2a8f-c167-4968-bc6f-ea7ea6af098d,2023-01-09T23:59:00,58.31,London,residential,CON-UK-RES-1,0.1896,11.06
075c22fa-e50a-465e-a19a-0b3b9aec78cb,2023-01-09T23:59:00,37.28,London,commercial,CON-UK-COM-1,0.2264,8.44
6eb99246-e71b-4a03-844a-28e737169528,2023-01-09T23:59:00,53.85,Manchester,industrial,CON-UK-IND-1,0.2085,11.23
6af51233-8700-4ff5-9384-ddf93553fe0e,2023-01-09T23:59:00,54.05,Sydney,residential,CON-AUS-RES-1,0.175,9.46
ce580bca-3053-4e43-9574-e90a1eca91d3,2023-01-09T23:59:00,55.91,Sydney,commercial,CON-AUS-COM-1,0.1656,9.26
56d0db69-55e3-4ef1-8c9f-e7b78e06778c,2023-01-09T23:59:00,38.53,Melbourne,industrial,CON-AUS-IND-1,0.1626,6.26
c468ff89-c6e0-4de7-a9fe-f337c813c663,2023-01-10T23:59:00,55.91,New York,residential,CON-USA-RES-1,0.1061,5.93
748898d8-5548-4e7b-8f90-820384132aa5,2023-01-10T23:59:00,61.87,New York,residential,CON-USA-RES-2,0.156,9.65
651aa32d-c4c2-486f-b4b7-f251a1f83af2,2023-01-10T23:59:00,49.62,New York,industrial,CON-USA-IND-1,0.2006,9.95
5e5e7be2-3d56-4b7d-a489-050247ed7f8d,2023-01-10T23:59:00,46.6,Texas,commercial,CON-USA-COM-1,0.2118,9.87
52f43af2-c547-4a49-8eab-4443c918f421,2023-01-10T23:59:00,31.94,Texas,residential,CON-USA-RES-3,0.1383,4.42
91a634db-76bf-4975-93b5-317a886b5ae1,2023-01-10T23:59:00,58.4,London,residential,CON-UK-RES-1,0.1702,9.94
f197aae7-ccdf-4f34-ae84-bdbd87c6421a,2023-01-10T23:59:00,35.76,London,commercial,CON-UK-COM-1,0.18,6.44
99f663a4-3673-4753-89ec-0b0742115a21,2023-01-10T23:59:00,61.68,Manchester,industrial,CON-UK-IND-1,0.1576,9.72
f3c82405-8a1a-4a1b-8240-e66d4d8461c1,2023-01-10T23:59:00,49.84,Sydney,residential,CON-AUS-RES-1,0.1801,8.98
2a5b67e7-f085-4454-9d0f-4d78e94dd56b,2023-01-10T23:59:00,48.7,Sydney,commercial,CON-AUS-COM-1,0.2744,13.36
9f033a5e-206f-42f7-950f-e5878983c970,2023-01-10T23:59:00,39.67,Melbourne,industrial,CON-AUS-IND-1,0.2286,9.07
116824e7-01c5-4d4e-b974-e045683e316d,2023-01-11T23:59:00,0.0,New York,residential,CON-USA-RES-1,0.0,0.0
8cc1f8eb-4779-44fa-a318-b0023811c573,2023-01-11T23:59:00,57.97,New York,residential,CON-USA-RES-2,0.1374,7.97
f023cc69-82d3-411c-9367-d9b58b039f3b,2023-01-11T23:59:00,49.6,New York,industrial,CON-USA-IND-1,0.1875,9.3
2aaeffe2-a37c-439b-8f22-ce766610bc55,2023-01-11T23:59:00,46.54,Texas,commercial,CON-USA-COM-1,0.1967,9.15
6b83316e-6be9-4ae3-9ca0-883e5f351e6d,2023-01-11T23:59:00,28.38,Texas,residential,CON-USA-RES-3,0.1028,2.92
5c157495-98da-461e-b512-14d9fe8c3519,2023-01-11T23:59:00,52.24,London,residential,CON-UK-RES-1,0.1795,9.38
05db7f43-d6a4-4c54-bd38-f857a6ad4bfe,2023-01-11T23:59:00,39.55,London,commercial,CON-UK-COM-1,0.2896,11.45
cfffdbba-5685-4893-991a-8006e6ce9795,2023-01-11T23:59:00,53.81,Manchester,industrial,CON-UK-IND-1,0.239,12.86
3426ec67-9ef7-41d7-ae3b-fc69ff4c809c,2023-01-11T23:59:00,48.11,Sydney,residential,CON-AUS-RES-1,0.1866,8.98
91a15aaf-3a21-41c4-bd94-f72ca1825e75,2023-01-11T23:59:00,52.04,Sydney,commercial,CON-AUS-COM-1,0.2575,13.4
ff5928c3-1a1e-4024-91f6-a4f65903c9b9,2023-01-11T23:59:00,41.51,Melbourne,industrial,CON-AUS-IND-1,0.1486,6.17
42ec2d9c-de0f-4d56-923f-e2025b97c0ec,2023-01-12T23:59:00,50.84,New York,residential,CON-USA-RES-1,0.1509,7.67
da0ea607-e53c-4656-8975-2c481b04406d,2023-01-12T23:59:00,0.0,New York,residential,CON-USA-RES-2,0.0,0.0
801a4002-085a-4dbf-b721-4c415e985032,2023-01-12T23:59:00,50.32,New York,industrial,CON-USA-IND-1,0.1378,6.93
55c93d9d-3409-489b-ad8c-03551e74242a,2023-01-12T23:59:00,47.2,Texas,commercial,CON-USA-COM-1,0.2342,11.05
d72a5b79-18ba-467c-8b04-63105b4143dc,2023-01-12T23:59:00,28.37,Texas,residential,CON-USA-RES-3,0.1166,3.31
48bbe2ca-2983-4f87-897c-25a95f86614e,2023-01-12T23:59:00,61.44,London,residential,CON-UK-RES-1,0.1167,7.17
1416cb29-5d62-484d-8ab8-a8303d4eb3cf,2023-01-12T23:59:00,38.36,London,commercial,CON-UK-COM-1,0.261,10.01
943a0446-151e-4c97-9788-8836d375c278,2023-01-12T23:59:00,60.23,Manchester,industrial,CON-UK-IND-1,0.237,14.27
33b4a50b-c483-45ab-975e-81bdfc771541,2023-01-12T23:59:00,54.36,Sydney,residential,CON-AUS-RES-1,0.1322,7.19
69235b08-d2e7-4398-b7b6-62a5f347488c,2023-01-12T23:59:00,48.38,Sydney,commercial,CON-AUS-COM-1,0.2554,12.36
07c90ffd-9a4f-4c7f-846a-0a827185aedd,2023-01-12T23:59:00,44.81,Melbourne,industrial,CON-AUS-IND-1,0.2291,10.27
6cb19da5-a6af-438b-bac1-aa174dcf905f,2023-01-13T23:59:00,50.65,New York,residential,CON-USA-RES-1,0.1181,5.98
bf6bbf7f-76e2-4e68-9b8b-9c09d1747129,2023-01-13T23:59:00,0.0,New York,residential,CON-USA-RES-2,0.0,0.0
05169e9c-0a03-4f4e-9b98-d533023b2a9f,2023-01-13T23:59:00,42.99,New York,industrial,CON-USA-IND-1,0.1805,7.76
9d44513b-1adf-47f2-b5c6-40ba74eb3966,2023-01-13T23:59:00,45.65,Texas,commercial,CON-USA-COM-1,0.292,13.33
d3f39fc6-4f7e-499b-bfe3-a405810f5520,2023-01-13T23:59:00,29.66,Texas,residential,CON-USA-RES-3,0.1536,4.56
e2087429-8aaa-458c-aae5-ff6b192ecd34,2023-01-13T23:59:00,52.33,London,residential,CON-UK-RES-1,0.1299,6.8
f81cb1f2-f6a3-4e33-9f7b-a40c65541822,2023-01-13T23:59:00,41.19,London,commercial,CON-UK-COM-1,0.2182,8.99
8798a51b-6ec0-497d-ba5e-83341f1f7c32,2023-01-13T23:59:00,61.69,Manchester,industrial,CON-UK-IND-1,0.2177,13.43
762cd57d-9581-4155-8a6d-f6f504de0e7a,2023-01-13T23:59:00,53.91,Sydney,residential,CON-AUS-RES-1,0.1872,10.09
fea48ecb-9481-4ef1-a230-2645dc05d478,2023-01-13T23:59:00,46.78,Sydney,commercial,CON-AUS-COM-1,0.2646,12.38
6b56197a-1160-4abc-a76f-a0725f581341,2023-01-13T23:59:00,43.04,Melbourne,industrial,CON-AUS-IND-1,0.1204,5.18
42fd9160-63f1-4b15-baad-7b5fe5ab89f7,2023-01-14T23:59:00,56.49,New York,residential,CON-USA-RES-1,0.1928,10.89
f6f73068-3186-4dab-af82-b8e058b558b4,2023-01-14T23:59:00,60.52,New York,residential,CON-USA-RES-2,0.1612,9.76
ac833456-3502-4165-969e-f77a7a2b73e2,2023-01-14T23:59:00,51.97,New York,industrial,CON-USA-IND-1,0.1564,8.13
b3d21a02-60ee-48f3-aed3-558457a983db,2023-01-14T23:59:00,45.69,Texas,commercial,CON-USA-COM-1,0.1773,8.1
99f0a3ed-8f81-417e-aa67-2907a864ea56,2023-01-14T23:59:00,31.29,Texas,residential,CON-USA-RES-3,0.1377,4.31
ad90e6f1-e876-475d-9374-656261905931,2023-01-14T23:59:00,59.75,London,residential,CON-UK-RES-1,0.1153,6.89
82b2dc67-53c4-494e-807a-ea2fd725a2b7,2023-01-14T23:59:00,40.06,London,commercial,CON-UK-COM-1,0.2797,11.2
0e27c646-4c51-49a9-8339-8f0e7b3f6a5f,2023-01-14T23:59:00,50.51,Manchester,industrial,CON-UK-IND-1,0.2086,10.54
b5078b21-82ca-4659-944e-9d59f89dbe5b,2023-01-14T23:59:00,47.48,Sydney,residential,CON-AUS-RES-1,0.1905,9.04
c6a9400d-6fee-44d0-8586-619ddc152846,2023-01-14T23:59:00,52.77,Sydney,commercial,CON-AUS-COM-1,0.2051,10.82
9e7510c1-9735-4c1f-9b8b-ddcd01fd4e47,2023-01-14T23:59:00,38.68,Melbourne,industrial,CON-AUS-IND-1,0.1371,5.3
fe1b2cdd-0238-48b9-a9a2-eddddb01673a,2023-01-15T23:59:00,53.83,New York,residential,CON-USA-RES-1,0.1678,9.03
55cd7adb-144c-44cb-b27d-2afa0ce2911c,2023-01-15T23:59:00,61.8,New York,residential,CON-USA-RES-2,0.1812,11.2
aaff2d15-1ab9-4c63-84b0-357d5bbf3fad,2023-01-15T23:59:00,43.15,New York,industrial,CON-USA-IND-1,0.1478,6.38
63524e14-23a1-4a24-b848-9e8b4505bb2a,2023-01-15T23:59:00,45.23,Texas,commercial,CON-USA-COM-1,0.2141,9.68
6ed15734-354d-4661-b44b-29d61759b54c,2023-01-15T23:59:00,28.2,Texas,residential,CON-USA-RES-3,0.125,3.52
e2692a4d-ab44-48f0-81b8-e75de92e15ad,2023-01-15T23:59:00,61.24,London,residential,CON-UK-RES-1,0.1467,8.98
572f266e-d7f6-4178-aa9a-5cb1e81ffbe2,2023-01-15T23:59:00,35.79,London,commercial,CON-UK-COM-1,0.1639,5.87
55b05b27-7fda-489b-b87c-2747f22a8f7d,2023-01-15T23:59:00,61.88,Manchester,industrial,CON-UK-IND-1,0.1495,9.25
acc94c3e-7891-4622-9c06-8a7e1020fc3d,2023-01-15T23:59:00,51.78,Sydney,residential,CON-AUS-RES-1,0.1352,7.0
c483e244-5d09-4e21-9eec-0e91f42931ce,2023-01-15T23:59:00,53.42,Sydney,commercial,CON-AUS-COM-1,0.1602,8.56
85d31d1c-69f4-49d6-bafd-696a765504d0,2023-01-15T23:59:00,37.97,Melbourne,industrial,CON-AUS-IND-1,0.1926,7.31
3541d246-c3b0-42cc-aaa6-ef9f431468f3,2023-01-16T23:59:00,56.11,New York,residential,CON-USA-RES-1,0.167,9.37
a96dce1a-d56e-481e-8007-357df26a30a8,2023-01-16T23:59:00,54.26,New York,residential,CON-USA-RES-2,0.1471,7.98
bdf916f9-e858-4a3d-b91d-5485a442c797,2023-01-16T23:59:00,46.44,New York,industrial,CON-USA-IND-1,0.1562,7.25
0baf2d5e-c0dc-4a81-b878-9ed62cc27c58,2023-01-16T23:59:00,41.71,Texas,commercial,CON-USA-COM-1,0.1523,6.35
6e36ea45-a71d-4a1b-8a03-a60d087f5515,2023-01-16T23:59:00,30.84,Texas,residential,CON-USA-RES-3,0.1805,5.57
66fb0260-fd75-4211-b47e-3110e4e5d9b3,2023-01-16T23:59:00,63.18,London,residential,CON-UK-RES-1,0.1792,11.32
de329583-5d6d-4e9b-899b-2ea8ade8197f,2023-01-16T23:59:00,36.84,London,commercial,CON-UK-COM-1,0.209,7.7
f2cf37dc-c1ba-49e0-ac1c-add3b44d29cc,2023-01-16T23:59:00,59.86,Manchester,industrial,CON-UK-IND-1,0.1377,8.24
33102722-ce7b-4534-bca1-d95e8db60e79,2023-01-16T23:59:00,44.42,Sydney,residential,CON-AUS-RES-1,0.1599,7.1
45c9e227-3121-4e6d-bab4-dd9c7a92ed95,2023-01-16T23:59:00,47.26,Sydney,commercial,CON-AUS-COM-1,0.2133,10.08
85831327-94a2-4229-84df-b38533247d67,2023-01-16T23:59:00,44.7,Melbourne,industrial,CON-AUS-IND-1,0.231,10.33
886db000-f632-4a0e-bd7f-99e4cd81e14d,2023-01-17T23:59:00,50.82,New York,residential,CON-USA-RES-1,0.1829,9.29
1e4f05f1-a7e0-4f9a-beba-731e7f6d0693,2023-01-17T23:59:00,50.41,New York,residential,CON-USA-RES-2,0.1591,8.02
6a1491e5-55db-42e0-91ca-3a8a1d8040e6,2023-01-17T23:59:00,48.32,New York,industrial,CON-USA-IND-1,0.1831,8.85
47c8fad5-85f3-44ad-8493-e0fb8aeabcfe,2023-01-17T23:59:00,39.1,Texas,commercial,CON-USA-COM-1,0.2859,11.18
a149f696-ffaf-4e75-8719-8b5ca8dd9765,2023-01-17T23:59:00,27.73,Texas,residential,CON-USA-RES-3,0.186,5.16
6d7668d3-0666-4e30-9d89-c065e387c16b,2023-01-17T23:59:00,54.28,London,residential,CON-UK-RES-1,0.1376,7.47
63d46989-c0e3-4db6-8545-3e5ee09f6858,2023-01-17T23:59:00,34.6,London,commercial,CON-UK-COM-1,0.1652,5.72
57a386d9-730a-4178-a4c7-116d251ccecf,2023-01-17T23:59:00,50.06,Manchester,industrial,CON-UK-IND-1,0.1734,8.68
313db2b5-d1a3-4b1d-871b-12ae743ae929,2023-01-17T23:59:00,47.77,Sydney,residential,CON-AUS-RES-1,0.1877,8.97
eabbd8c8-3697-474f-95a5-256a473ce768,2023-01-17T23:59:00,50.76,Sydney,commercial,CON-AUS-COM-1,0.227,11.52
39d225b2-78ec-41dd-85bb-72eb31ad8586,2023-01-17T23:59:00,41.48,Melbourne,industrial,CON-AUS-IND-1,0.1273,5.28
8db06fdf-a59f-46c1-b650-39472c7b86a3,2023-01-18T23:59:00,47.77,New York,residential,CON-USA-RES-1,0.1478,7.06
3b368fdf-91cf-487e-bc03-8f6c440ef21b,2023-01-18T23:59:00,56.16,New York,residential,CON-USA-RES-2,0.1999,11.23
36963ce5-74ae-4618-b26a-eac67c6ee3a7,2023-01-18T23:59:00,42.54,New York,industrial,CON-USA-IND-1,0.242,10.29
2c9f5b9e-0213-4f15-b24c-ebffbed97687,2023-01-18T23:59:00,47.92,Texas,commercial,CON-USA-COM-1,0.1733,8.3
dff7ba78-e077-4c63-88fc-d89e547624f9,2023-01-18T23:59:00,33.89,Texas,residential,CON-USA-RES-3,0.13,4.41
30a1e281-ef35-4afd-9ff0-fe0247654a51,2023-01-18T23:59:00,58.02,London,residential,CON-UK-RES-1,0.1443,8.37
8d7f72c8-7638-4ca3-82f1-32603501028a,2023-01-18T23:59:00,36.53,London,commercial,CON-UK-COM-1,0.2925,10.69
3cafa8ad-c3b0-4522-b3b0-4e4163f02003,2023-01-18T23:59:00,52.95,Manchester,industrial,CON-UK-IND-1,0.22,11.65
